mois,site,metier,reel,Baseline moyenne train,Regression lineaire,Random Forest,prediction_retenue,modele_retenu
2023-01-01,Paris,Operations,33,26.151993067590986,27.836752277040507,28.125007453756204,28.125007453756204,Random Forest
2023-01-01,Paris,Operations,12,26.151993067590986,16.172641345216554,10.624691230083075,10.624691230083075,Random Forest
2023-02-01,Berlin,Finance,4,26.151993067590986,15.321088352405537,4.0,4.0,Random Forest
2023-02-01,Berlin,Finance,53,26.151993067590986,21.171083265416872,29.080906000368305,29.080906000368305,Random Forest
2023-02-01,Berlin,Finance,2,26.151993067590986,16.468096719926017,1.7,1.7,Random Forest
2023-02-01,Berlin,Hr,19,26.151993067590986,14.55989868390671,15.651663220044096,15.651663220044096,Random Forest
2023-02-01,Berlin,Hr,7,26.151993067590986,14.461182038008031,6.7212775398711155,6.7212775398711155,Random Forest
2023-02-01,Berlin,Hr,58,26.151993067590986,22.820491935184073,28.45980362704298,28.45980362704298,Random Forest
2023-02-01,Berlin,It,35,26.151993067590986,22.553025337559866,28.872916012252677,28.872916012252677,Random Forest
2023-02-01,Berlin,It,31,26.151993067590986,22.86211942875012,31.096856627075017,31.096856627075017,Random Forest
2023-02-01,Berlin,It,21,26.151993067590986,32.3501672796794,27.63107953249724,27.63107953249724,Random Forest
2023-02-01,Berlin,It,59,26.151993067590986,33.812501743844656,27.62434516983219,27.62434516983219,Random Forest
2023-02-01,Berlin,It,42,26.151993067590986,36.00616835857761,28.65582966310459,28.65582966310459,Random Forest
2023-02-01,Berlin,Operations,41,26.151993067590986,26.448025190370206,26.776417133887144,26.776417133887144,Random Forest
2023-02-01,Berlin,Operations,1,26.151993067590986,23.862881945538955,29.286359916639064,29.286359916639064,Random Forest
2023-02-01,Berlin,Operations,34,26.151993067590986,32.3779277117134,27.676906566353313,27.676906566353313,Random Forest
2023-02-01,Berlin,Operations,22,26.151993067590986,19.8885654028932,24.43144701380236,24.43144701380236,Random Forest
2023-02-01,Lyon,Finance,12,26.151993067590986,25.49701796939561,26.86217711164349,26.86217711164349,Random Forest
2023-02-01,Lyon,Finance,11,26.151993067590986,24.32278059646873,28.673949409855254,28.673949409855254,Random Forest
2023-02-01,Lyon,Finance,7,26.151993067590986,22.51550161624364,27.823254944484926,27.823254944484926,Random Forest
2023-02-01,Lyon,Finance,28,26.151993067590986,19.137158820107416,21.458029304974065,21.458029304974065,Random Forest
2023-02-01,Lyon,Finance,28,26.151993067590986,27.321280478513824,29.43720225799529,29.43720225799529,Random Forest
2023-02-01,Lyon,Finance,2,26.151993067590986,17.344748738963418,2.0,2.0,Random Forest
2023-02-01,Lyon,Hr,22,26.151993067590986,32.982567463092266,29.534868365221314,29.534868365221314,Random Forest
2023-02-01,Lyon,Hr,2,26.151993067590986,21.884549582340867,29.51013139905202,29.51013139905202,Random Forest
2023-02-01,Lyon,It,32,26.151993067590986,27.891278730831242,28.18582146361195,28.18582146361195,Random Forest
2023-02-01,Lyon,It,2,26.151993067590986,26.33032483306646,29.476509010750323,29.476509010750323,Random Forest
2023-02-01,Lyon,It,6,26.151993067590986,25.499162068308713,29.744078791092583,29.744078791092583,Random Forest
2023-02-01,Lyon,It,28,26.151993067590986,19.730961170350547,20.991493165501026,20.991493165501026,Random Forest
2023-02-01,Lyon,It,49,26.151993067590986,24.780124406275643,29.087721952888625,29.087721952888625,Random Forest
2023-02-01,Lyon,It,12,26.151993067590986,18.983903058472382,25.61678944090631,25.61678944090631,Random Forest
2023-02-01,Lyon,It,28,26.151993067590986,26.398526600402587,29.295115334171527,29.295115334171527,Random Forest
2023-02-01,Lyon,Operations,56,26.151993067590986,25.66053615192491,28.78401004641003,28.78401004641003,Random Forest
2023-02-01,Lyon,Operations,2,26.151993067590986,26.1448292452826,29.82546067918934,29.82546067918934,Random Forest
2023-02-01,Lyon,Operations,5,26.151993067590986,29.1817203927407,29.921367019008606,29.921367019008606,Random Forest
2023-02-01,Lyon,Operations,53,26.151993067590986,24.141157276564602,28.047670634446792,28.047670634446792,Random Forest
2023-02-01,Lyon,Operations,23,26.151993067590986,28.391152871527908,29.321601053674577,29.321601053674577,Random Forest
2023-02-01,Lyon,Operations,46,26.151993067590986,33.19107353545277,30.24741824328359,30.24741824328359,Random Forest
2023-02-01,Lyon,Operations,44,26.151993067590986,25.618958029704213,28.848302210713133,28.848302210713133,Random Forest
2023-02-01,Madrid,Finance,31,26.151993067590986,24.82601241849646,29.839501740359005,29.839501740359005,Random Forest
2023-02-01,Madrid,Finance,0,26.151993067590986,15.067181103179779,0.0,0.0,Random Forest
2023-02-01,Madrid,Finance,31,26.151993067590986,35.04195287200002,28.951931836703572,28.951931836703572,Random Forest
2023-02-01,Madrid,Finance,11,26.151993067590986,15.809448749283598,8.68265955756716,8.68265955756716,Random Forest
2023-02-01,Madrid,It,59,26.151993067590986,22.812036204723043,29.660829311397627,29.660829311397627,Random Forest
2023-02-01,Madrid,It,0,26.151993067590986,28.651924684755947,29.72424856607592,29.72424856607592,Random Forest
2023-02-01,Madrid,It,37,26.151993067590986,25.559060754458734,29.995248146345215,29.995248146345215,Random Forest
2023-02-01,Madrid,It,24,26.151993067590986,27.75878487760485,29.753092159258067,29.753092159258067,Random Forest
2023-02-01,Madrid,It,59,26.151993067590986,31.819788350385483,29.72883389763691,29.72883389763691,Random Forest
2023-02-01,Madrid,Operations,55,26.151993067590986,32.70162200013402,28.21218224738031,28.21218224738031,Random Forest
2023-02-01,Paris,Finance,35,26.151993067590986,28.185568899176385,29.16375146233587,29.16375146233587,Random Forest
2023-02-01,Paris,Finance,9,26.151993067590986,36.34372506038647,29.52956582948061,29.52956582948061,Random Forest
2023-02-01,Paris,Finance,16,26.151993067590986,23.440361886356193,29.981416691404185,29.981416691404185,Random Forest
2023-02-01,Paris,Finance,11,26.151993067590986,33.10742986509276,30.040171236924778,30.040171236924778,Random Forest
2023-02-01,Paris,Finance,43,26.151993067590986,31.039142976148728,29.96817779043962,29.96817779043962,Random Forest
2023-02-01,Paris,Finance,30,26.151993067590986,33.22992298345171,28.70149401057614,28.70149401057614,Random Forest
2023-02-01,Paris,Hr,15,26.151993067590986,17.94567775366575,12.445559228218354,12.445559228218354,Random Forest
2023-02-01,Paris,It,38,26.151993067590986,20.22873092097135,30.037930559349984,30.037930559349984,Random Forest
2023-02-01,Paris,It,52,26.151993067590986,37.262153577913814,29.946077230363535,29.946077230363535,Random Forest
2023-02-01,Paris,It,27,26.151993067590986,20.12300969634441,28.03905279333741,28.03905279333741,Random Forest
2023-02-01,Paris,Operations,46,26.151993067590986,26.823338997670746,29.75510391638856,29.75510391638856,Random Forest
2023-02-01,Paris,Operations,1,26.151993067590986,17.501561381196368,24.245640863483857,24.245640863483857,Random Forest
2023-02-01,Paris,Operations,22,26.151993067590986,16.7511325431866,16.868781018545747,16.868781018545747,Random Forest
2023-02-01,Paris,Operations,6,26.151993067590986,24.21654915681465,29.27759779176887,29.27759779176887,Random Forest
2023-02-01,Paris,Operations,43,26.151993067590986,33.45472414333533,30.595722960930097,30.595722960930097,Random Forest
2023-03-01,Berlin,Finance,28,26.151993067590986,29.47499176602313,30.02167811422986,30.02167811422986,Random Forest
2023-03-01,Berlin,Finance,5,26.151993067590986,15.651893897426085,4.993847164820343,4.993847164820343,Random Forest
2023-03-01,Berlin,Finance,34,26.151993067590986,18.194452543734606,23.348900112239303,23.348900112239303,Random Forest
2023-03-01,Berlin,Finance,54,26.151993067590986,27.175875929542762,30.196291337458565,30.196291337458565,Random Forest
2023-03-01,Berlin,Finance,29,26.151993067590986,47.42897298911433,68.45740574652484,68.45740574652484,Random Forest
2023-03-01,Berlin,Finance,33,26.151993067590986,30.29857670599123,29.645726428954173,29.645726428954173,Random Forest
2023-03-01,Berlin,Finance,55,26.151993067590986,33.2998120724847,30.414712500023693,30.414712500023693,Random Forest
2023-03-01,Berlin,Hr,21,26.151993067590986,30.169165947570733,30.03611811150995,30.03611811150995,Random Forest
2023-03-01,Berlin,Hr,0,26.151993067590986,13.24017980484669,0.0,0.0,Random Forest
2023-03-01,Berlin,Hr,29,26.151993067590986,31.12834675644938,29.459685780450496,29.459685780450496,Random Forest
2023-03-01,Berlin,Hr,12,26.151993067590986,31.749525072590988,29.931499107051728,29.931499107051728,Random Forest
2023-03-01,Berlin,It,44,26.151993067590986,20.748223397318053,29.443769475473584,29.443769475473584,Random Forest
2023-03-01,Berlin,It,54,26.151993067590986,20.081125966577858,29.66454882095215,29.66454882095215,Random Forest
2023-03-01,Berlin,It,31,26.151993067590986,29.965571420613756,29.869180343282345,29.869180343282345,Random Forest
2023-03-01,Berlin,It,53,26.151993067590986,27.21304547896219,30.233308019438617,30.233308019438617,Random Forest
2023-03-01,Berlin,It,6,26.151993067590986,25.03197688356033,30.603809464298912,30.603809464298912,Random Forest
2023-03-01,Berlin,It,37,26.151993067590986,17.547017401919952,22.693465717483868,22.693465717483868,Random Forest
2023-03-01,Berlin,It,30,26.151993067590986,34.22138661847231,29.854725740033963,29.854725740033963,Random Forest
2023-03-01,Berlin,Operations,3,26.151993067590986,22.247212372099654,26.216354166656988,26.216354166656988,Random Forest
2023-03-01,Berlin,Operations,41,26.151993067590986,28.21897281635107,29.45278731771898,29.45278731771898,Random Forest
2023-03-01,Berlin,Operations,40,26.151993067590986,17.4884357159577,23.365775138558437,23.365775138558437,Random Forest
2023-03-01,Lyon,Finance,54,26.151993067590986,33.50061604384942,30.057223435669822,30.057223435669822,Random Forest
2023-03-01,Lyon,Finance,24,26.151993067590986,34.60658146465604,30.469926725796142,30.469926725796142,Random Forest
2023-03-01,Lyon,Finance,9,26.151993067590986,19.63189010598291,29.30278042734083,29.30278042734083,Random Forest
2023-03-01,Lyon,Finance,53,26.151993067590986,24.483450649384075,29.68132362843063,29.68132362843063,Random Forest
2023-03-01,Lyon,Finance,38,26.151993067590986,44.38416978114449,51.918682077464304,51.918682077464304,Random Forest
2023-03-01,Lyon,Finance,21,26.151993067590986,31.77447621867141,29.264391862985725,29.264391862985725,Random Forest
2023-03-01,Lyon,Finance,29,26.151993067590986,17.407577877787276,23.89655808803136,23.89655808803136,Random Forest
2023-03-01,Lyon,Hr,20,26.151993067590986,22.662735546541242,29.819083068655875,29.819083068655875,Random Forest
2023-03-01,Lyon,Hr,16,26.151993067590986,26.04050926913903,27.774161897282937,27.774161897282937,Random Forest
2023-03-01,Lyon,Hr,0,26.151993067590986,14.733955499953778,0.0,0.0,Random Forest
2023-03-01,Lyon,Hr,2,26.151993067590986,15.687707073666873,2.0,2.0,Random Forest
2023-03-01,Lyon,It,0,26.151993067590986,14.928557392583242,0.0,0.0,Random Forest
2023-03-01,Lyon,It,21,26.151993067590986,18.06358302577832,17.23915106274894,17.23915106274894,Random Forest
2023-03-01,Lyon,It,13,26.151993067590986,30.934996658386623,30.647892279644037,30.647892279644037,Random Forest
2023-03-01,Lyon,Operations,19,26.151993067590986,16.600312186542833,18.79916461445726,18.79916461445726,Random Forest
2023-03-01,Lyon,Operations,39,26.151993067590986,18.113323589577718,26.29144597026224,26.29144597026224,Random Forest
2023-03-01,Lyon,Operations,27,26.151993067590986,26.86460877018583,30.057064268740987,30.057064268740987,Random Forest
2023-03-01,Madrid,Finance,58,26.151993067590986,31.580097151492353,30.310423808242756,30.310423808242756,Random Forest
2023-03-01,Madrid,Finance,0,26.151993067590986,14.598098415135135,0.0,0.0,Random Forest
2023-03-01,Madrid,Finance,31,26.151993067590986,17.251228498187555,22.720448536321705,22.720448536321705,Random Forest
2023-03-01,Madrid,Finance,32,26.151993067590986,33.98456316247113,28.038704896518237,28.038704896518237,Random Forest
2023-03-01,Madrid,Hr,20,26.151993067590986,30.914702548149176,27.11581071103378,27.11581071103378,Random Forest
2023-03-01,Madrid,Hr,3,26.151993067590986,29.834670068561028,28.558067225762386,28.558067225762386,Random Forest
2023-03-01,Madrid,It,11,26.151993067590986,16.399079263932023,11.709919565870603,11.709919565870603,Random Forest
2023-03-01,Madrid,It,17,26.151993067590986,16.673078298007198,13.693015312357224,13.693015312357224,Random Forest
2023-03-01,Madrid,It,12,26.151993067590986,36.287424777274396,29.666299431919906,29.666299431919906,Random Forest
2023-03-01,Madrid,It,8,26.151993067590986,37.89650444647438,30.02383918760321,30.02383918760321,Random Forest
2023-03-01,Madrid,Operations,49,26.151993067590986,36.34194357998237,30.36216836682588,30.36216836682588,Random Forest
2023-03-01,Paris,Finance,21,26.151993067590986,19.327016540681807,25.10888864884343,25.10888864884343,Random Forest
2023-03-01,Paris,Finance,52,26.151993067590986,27.369868020355725,29.410534428159345,29.410534428159345,Random Forest
2023-03-01,Paris,Finance,31,26.151993067590986,26.976590795842792,28.74446086810289,28.74446086810289,Random Forest
2023-03-01,Paris,Finance,43,26.151993067590986,22.875034963114484,29.49130642061785,29.49130642061785,Random Forest
2023-03-01,Paris,Finance,40,26.151993067590986,28.49174303678449,30.41149469107095,30.41149469107095,Random Forest
2023-03-01,Paris,Hr,3,26.151993067590986,34.90052445423763,30.069388989980695,30.069388989980695,Random Forest
2023-03-01,Paris,Hr,5,26.151993067590986,35.5934964384479,29.42686417878749,29.42686417878749,Random Forest
2023-03-01,Paris,It,15,26.151993067590986,30.696299578410517,29.63164590899479,29.63164590899479,Random Forest
2023-03-01,Paris,It,44,26.151993067590986,26.46655070153122,30.0162785228612,30.0162785228612,Random Forest
2023-03-01,Paris,It,47,26.151993067590986,31.717364358012475,29.81773110160941,29.81773110160941,Random Forest
2023-03-01,Paris,Operations,11,26.151993067590986,34.38984902590384,29.182900480021164,29.182900480021164,Random Forest
2023-03-01,Paris,Operations,22,26.151993067590986,34.85101341131845,29.575041866975305,29.575041866975305,Random Forest
2023-03-01,Paris,Operations,10,26.151993067590986,14.884579455476945,9.687658285510777,9.687658285510777,Random Forest
2023-03-01,Paris,Operations,43,26.151993067590986,21.74542132380854,29.895180427437662,29.895180427437662,Random Forest
2023-03-01,Paris,Operations,22,26.151993067590986,16.85134777975158,20.116045131286977,20.116045131286977,Random Forest
2023-04-01,Berlin,Finance,46,26.151993067590986,29.98788659390588,29.297020187204925,29.297020187204925,Random Forest
2023-04-01,Berlin,Finance,7,26.151993067590986,30.42123087905988,29.56903609379548,29.56903609379548,Random Forest
2023-04-01,Berlin,Finance,32,26.151993067590986,25.54902287528298,28.230004647594598,28.230004647594598,Random Forest
2023-04-01,Berlin,Finance,10,26.151993067590986,50.712136379572954,47.01977211283742,47.01977211283742,Random Forest
2023-04-01,Berlin,Finance,31,26.151993067590986,16.453974737747373,25.397087878898738,25.397087878898738,Random Forest
2023-04-01,Berlin,Hr,59,26.151993067590986,25.588609375348103,30.02619074695288,30.02619074695288,Random Forest
2023-04-01,Berlin,It,9,26.151993067590986,19.134050153241915,30.20212219134216,30.20212219134216,Random Forest
2023-04-01,Berlin,It,38,26.151993067590986,35.12211403373006,30.81370545819329,30.81370545819329,Random Forest
2023-04-01,Berlin,It,24,26.151993067590986,16.911210408116652,16.1859482534908,16.1859482534908,Random Forest
2023-04-01,Berlin,Operations,23,26.151993067590986,27.001501184018128,28.294177538154337,28.294177538154337,Random Forest
2023-04-01,Berlin,Operations,56,26.151993067590986,30.31155895504394,29.16248391583445,29.16248391583445,Random Forest
2023-04-01,Berlin,Operations,29,26.151993067590986,19.02366716510391,24.57272715627175,24.57272715627175,Random Forest
2023-04-01,Lyon,Finance,21,26.151993067590986,19.70287719224448,24.986160531194578,24.986160531194578,Random Forest
2023-04-01,Lyon,Finance,6,26.151993067590986,20.876448583145375,29.887415175023214,29.887415175023214,Random Forest
2023-04-01,Lyon,Finance,45,26.151993067590986,23.47575066158205,28.98821273379456,28.98821273379456,Random Forest
2023-04-01,Lyon,Finance,27,26.151993067590986,19.08724521618942,23.118051310713717,23.118051310713717,Random Forest
2023-04-01,Lyon,Finance,1,26.151993067590986,33.89026199168356,30.031371969839757,30.031371969839757,Random Forest
2023-04-01,Lyon,Finance,0,26.151993067590986,16.813912815293445,0.0,0.0,Random Forest
2023-04-01,Lyon,Finance,61,26.151993067590986,51.51720526904055,35.34983565468773,35.34983565468773,Random Forest
2023-04-01,Lyon,Finance,37,26.151993067590986,35.40730533689589,28.56578723758824,28.56578723758824,Random Forest
2023-04-01,Lyon,Finance,21,26.151993067590986,17.536712296383186,22.560629505825936,22.560629505825936,Random Forest
2023-04-01,Lyon,It,22,26.151993067590986,16.122793239083258,20.081931702352787,20.081931702352787,Random Forest
2023-04-01,Lyon,It,21,26.151993067590986,18.236709497900357,22.49694818990117,22.49694818990117,Random Forest
2023-04-01,Lyon,It,23,26.151993067590986,28.20132772074669,29.53190535314559,29.53190535314559,Random Forest
2023-04-01,Lyon,It,7,26.151993067590986,24.148144507255545,27.819989109231965,27.819989109231965,Random Forest
2023-04-01,Lyon,It,51,26.151993067590986,25.741733526244317,29.612412391092597,29.612412391092597,Random Forest
2023-04-01,Lyon,Operations,17,26.151993067590986,18.542581490622705,26.128494399134958,26.128494399134958,Random Forest
2023-04-01,Lyon,Operations,38,26.151993067590986,28.020104815379778,29.744912341188666,29.744912341188666,Random Forest
2023-04-01,Lyon,Operations,7,26.151993067590986,23.152214402464676,29.156883234999675,29.156883234999675,Random Forest
2023-04-01,Lyon,Operations,36,26.151993067590986,34.524829256532655,30.37271770238275,30.37271770238275,Random Forest
2023-04-01,Lyon,Operations,10,26.151993067590986,16.949327126310518,9.254428735690762,9.254428735690762,Random Forest
2023-04-01,Lyon,Operations,2,26.151993067590986,18.1856097579545,26.312440277777863,26.312440277777863,Random Forest
2023-04-01,Madrid,Finance,54,26.151993067590986,19.948995616843565,29.691730189675447,29.691730189675447,Random Forest
2023-04-01,Madrid,Finance,21,26.151993067590986,20.75022200271447,29.441338079426192,29.441338079426192,Random Forest
2023-04-01,Madrid,Finance,42,26.151993067590986,28.76141210727672,28.34561139677142,28.34561139677142,Random Forest
2023-04-01,Madrid,Finance,31,26.151993067590986,18.073063350767708,25.468902961943208,25.468902961943208,Random Forest
2023-04-01,Madrid,Hr,28,26.151993067590986,33.56160437488287,31.311961755725868,31.311961755725868,Random Forest
2023-04-01,Madrid,Hr,4,26.151993067590986,17.26107705963382,9.606026836070274,9.606026836070274,Random Forest
2023-04-01,Madrid,It,13,26.151993067590986,18.487435516251924,10.792315951893755,10.792315951893755,Random Forest
2023-04-01,Paris,Finance,0,26.151993067590986,29.992044492900963,29.57257013132882,29.57257013132882,Random Forest
2023-04-01,Paris,Finance,14,26.151993067590986,27.03934021024547,30.024694711526685,30.024694711526685,Random Forest
2023-04-01,Paris,Finance,54,26.151993067590986,20.202486093338997,26.509670729062794,26.509670729062794,Random Forest
2023-04-01,Paris,Finance,36,26.151993067590986,39.53019000001293,30.151608640726682,30.151608640726682,Random Forest
2023-04-01,Paris,Finance,23,26.151993067590986,36.20344316315359,28.949355379857337,28.949355379857337,Random Forest
2023-04-01,Paris,Finance,3,26.151993067590986,38.39105248649712,29.216308868183965,29.216308868183965,Random Forest
2023-04-01,Paris,Hr,59,26.151993067590986,32.74050029654869,28.185418139656527,28.185418139656527,Random Forest
2023-04-01,Paris,Hr,26,26.151993067590986,30.833648404727278,30.39694430692257,30.39694430692257,Random Forest
2023-04-01,Paris,Hr,20,26.151993067590986,15.491741405455835,15.904562137564222,15.904562137564222,Random Forest
2023-04-01,Paris,It,28,26.151993067590986,21.532445840110405,30.29891913158024,30.29891913158024,Random Forest
2023-04-01,Paris,It,40,26.151993067590986,26.67727462458132,28.37941017421436,28.37941017421436,Random Forest
2023-04-01,Paris,It,44,26.151993067590986,29.600057500837433,30.09586395329303,30.09586395329303,Random Forest
2023-04-01,Paris,Operations,24,26.151993067590986,33.777421261071304,30.279467317660952,30.279467317660952,Random Forest
2023-04-01,Paris,Operations,19,26.151993067590986,20.1821390474409,30.099142235763622,30.099142235763622,Random Forest
2023-05-01,Berlin,Finance,56,26.151993067590986,23.89009269381139,30.553333773578355,30.553333773578355,Random Forest
2023-05-01,Berlin,Finance,18,26.151993067590986,16.97593681685059,24.345298515443762,24.345298515443762,Random Forest
2023-05-01,Berlin,Finance,53,26.151993067590986,24.312863444480165,28.00971972259009,28.00971972259009,Random Forest
2023-05-01,Berlin,Finance,34,26.151993067590986,20.81216165607142,26.81979432710486,26.81979432710486,Random Forest
2023-05-01,Berlin,Finance,31,26.151993067590986,21.416886918515967,30.551826489634408,30.551826489634408,Random Forest
2023-05-01,Berlin,Finance,23,26.151993067590986,26.549833219950518,29.809063135201615,29.809063135201615,Random Forest
2023-05-01,Berlin,Finance,36,26.151993067590986,28.59297379927311,28.763900723588847,28.763900723588847,Random Forest
2023-05-01,Berlin,Hr,6,26.151993067590986,14.184864344554635,6.020827001946602,6.020827001946602,Random Forest
2023-05-01,Berlin,Hr,32,26.151993067590986,32.05740008955286,29.371984417693596,29.371984417693596,Random Forest
2023-05-01,Berlin,Hr,21,26.151993067590986,29.46251649713695,28.5775240042098,28.5775240042098,Random Forest
2023-05-01,Berlin,Hr,8,26.151993067590986,32.61630556512664,29.94735647818561,29.94735647818561,Random Forest
2023-05-01,Berlin,It,48,26.151993067590986,23.1332689628682,30.039287390859567,30.039287390859567,Random Forest
2023-05-01,Berlin,It,14,26.151993067590986,18.145149232628782,20.85289197797469,20.85289197797469,Random Forest
2023-05-01,Berlin,Operations,4,26.151993067590986,32.91309030417045,28.76183218427456,28.76183218427456,Random Forest
2023-05-01,Berlin,Operations,14,26.151993067590986,29.554880047472448,29.43726694709482,29.43726694709482,Random Forest
2023-05-01,Berlin,Operations,42,26.151993067590986,19.907493500609082,29.41915785368555,29.41915785368555,Random Forest
2023-05-01,Lyon,Finance,0,26.151993067590986,14.188488028837053,0.0,0.0,Random Forest
2023-05-01,Lyon,Finance,63,26.151993067590986,28.722913840336115,52.01027001164596,52.01027001164596,Random Forest
