month,team_id,skill_name,required_people_count,available_people_count
2024-11-01,104,Cloud,14,3
2024-05-01,254,Finance,14,18
2023-03-01,106,Data,11,6
2025-09-01,200,Cyber,20,5
2025-03-01,100,AI,15,13
2024-04-01,131,Data,15,27
2023-06-01,244,Cloud,6,24
2023-10-01,117,Cyber,5,12
2025-05-01,167,Cloud,23,25
2024-05-01,148,Data,17,18
2024-02-01,112,Data,23,5
2023-12-01,168,Data,11,24
2025-05-01,249,Data,9,9
2024-02-01,253,Cloud,28,2
2023-08-01,167,Finance,8,8
2024-05-01,186,Data,12,2
2024-11-01,232,Cyber,18,16
2023-07-01,236,Cloud,26,26
2023-12-01,176,AI,4,18
2024-04-01,161,AI,7,13
2024-01-01,172,Cloud,20,4
2024-07-01,167,Cloud,1,7
2023-03-01,177,Data,9,14
2023-08-01,101,Cloud,3,16
2023-12-01,194,Cyber,9,3
2025-07-01,277,AI,13,9
2025-11-01,150,Cyber,24,15
2024-08-01,101,Cyber,8,7
2025-04-01,268,Data,13,10
2023-02-01,163,Cloud,9,28
2025-03-01,271,AI,7,21
2023-03-01,151,AI,5,19
2024-09-01,136,AI,4,18
2023-07-01,165,Cyber,20,0
2025-09-01,191,AI,16,9
2025-09-01,283,AI,22,11
2025-12-01,122,Cyber,4,23
2024-05-01,298,Data,18,1
2023-06-01,266,Cyber,20,6
2024-09-01,215,Cyber,16,18
2025-10-01,185,Data,19,20
2023-12-01,159,Finance,9,29
2023-12-01,155,Finance,17,5
2024-06-01,219,Cloud,19,11
2023-06-01,263,Cloud,15,2
2024-01-01,228,Cyber,10,15
2025-07-01,197,Cloud,14,15
2025-01-01,103,Finance,10,21
2024-12-01,140,Cloud,19,10
2023-11-01,198,Finance,28,6
2025-09-01,280,Finance,7,13
2024-09-01,258,Cyber,6,9
2024-12-01,260,Cloud,0,12
2024-08-01,232,Cloud,14,15
2023-09-01,270,Data,26,27
2025-07-01,238,Data,2,6
2025-04-01,131,Finance,7,17
2023-05-01,210,Cyber,11,14
2025-10-01,228,AI,29,17
2023-10-01,142,Cloud,27,14
2025-08-01,105,Cloud,15,10
2024-05-01,191,Finance,18,10
2025-12-01,213,Finance,28,18
2025-12-01,110,Cloud,21,6
2024-01-01,268,Finance,9,16
2024-08-01,126,Cyber,9,7
2024-07-01,288,Cloud,17,19
2024-10-01,175,Cloud,29,27
2024-04-01,112,Data,1,5
2023-06-01,194,Finance,18,13
2023-11-01,134,Data,18,4
2023-10-01,124,Finance,23,0
2025-07-01,135,AI,1,20
2024-06-01,248,Cloud,1,20
2025-08-01,211,Data,7,22
2024-12-01,154,Cloud,12,24
2024-04-01,135,Data,28,8
2025-05-01,255,Data,29,0
2025-01-01,254,AI,20,4
2025-01-01,239,Cloud,8,19
2024-07-01,125,Cyber,22,22
2023-10-01,272,Finance,22,4
2023-01-01,233,Cloud,28,1
2025-03-01,107,Finance,6,15
2024-10-01,174,Cyber,4,13
2025-04-01,224,Cyber,7,26
2025-11-01,244,Finance,7,3
2023-03-01,265,Finance,2,25
2025-02-01,268,Finance,9,14
2023-05-01,242,Cyber,29,19
2023-10-01,182,Cyber,7,25
2023-07-01,182,Cyber,20,18
2025-06-01,173,Cloud,28,10
2025-01-01,127,Finance,12,27
2025-10-01,252,Cloud,18,4
2024-09-01,178,AI,24,7
2025-05-01,262,Cyber,19,15
2024-05-01,179,Cloud,14,1
2025-12-01,136,Cyber,5,14
2024-09-01,254,Data,13,13
2025-10-01,104,Finance,9,26
2024-04-01,286,Cyber,18,1
2023-09-01,187,Finance,10,24
2023-03-01,293,Cloud,13,28
2024-11-01,203,Data,18,4
2024-01-01,212,Finance,4,27
2025-10-01,156,AI,10,1
2025-06-01,288,Cyber,27,1
2025-02-01,226,Finance,18,2
2025-08-01,217,AI,0,8
2024-08-01,159,Finance,1,21
2023-09-01,291,Cloud,21,29
2024-04-01,131,Cyber,28,16
2023-04-01,243,Cyber,17,15
2023-12-01,208,AI,13,25
2025-02-01,208,Data,9,18
2023-10-01,143,Data,23,4
2024-04-01,189,AI,5,3
2023-01-01,221,Finance,14,4
2023-12-01,168,Data,21,0
2024-10-01,288,Cyber,26,16
2025-05-01,170,AI,26,17
2024-07-01,261,AI,21,24
2025-06-01,219,Cyber,20,18
2025-04-01,185,Data,28,7
2024-09-01,120,Cloud,1,15
2024-06-01,246,AI,5,12
2024-12-01,151,Finance,12,25
2025-02-01,219,AI,7,18
2025-12-01,269,Cloud,14,2
2024-04-01,138,Cyber,26,14
2025-08-01,144,Data,27,11
2023-02-01,188,Cyber,26,14
2023-09-01,240,Cyber,15,8
2024-06-01,270,Data,9,8
2024-07-01,182,Cyber,22,26
2023-12-01,217,Cyber,13,13
2024-01-01,298,AI,2,1
2025-11-01,293,Finance,21,23
2023-10-01,207,Data,7,15
2024-10-01,272,AI,22,29
2023-10-01,231,Cloud,0,26
2025-11-01,228,AI,27,10
2024-04-01,210,AI,6,24
2025-12-01,227,Cyber,3,28
2023-11-01,159,Finance,10,22
2024-05-01,149,AI,12,23
2025-01-01,186,Cloud,9,16
2023-01-01,146,Cyber,12,27
2023-12-01,116,AI,2,11
2023-03-01,185,Cloud,23,1
2023-09-01,262,Data,17,28
2024-07-01,107,AI,6,7
2024-07-01,155,Data,21,15
2024-08-01,287,Data,7,2
2023-11-01,282,Cloud,19,22
2024-12-01,106,Cyber,1,6
2024-10-01,164,Finance,8,23
2023-01-01,124,Finance,2,23
2023-10-01,123,AI,2,7
2023-11-01,213,Cloud,20,29
2023-08-01,196,Data,29,20
2024-05-01,195,AI,24,16
2023-06-01,192,Cyber,12,24
2023-07-01,164,Finance,0,26
2025-07-01,146,Finance,3,29
2023-04-01,235,Data,9,10
2023-07-01,272,AI,3,11
2024-04-01,256,AI,17,24
2025-01-01,130,Finance,12,21
2025-12-01,156,Cyber,7,24
2025-11-01,234,Cloud,0,6
2024-02-01,258,Data,25,19
2025-12-01,208,Finance,15,9
2023-09-01,287,Finance,5,29
2023-11-01,283,AI,22,9
2023-01-01,259,Data,11,3
2023-09-01,193,Finance,15,16
2025-01-01,160,Finance,10,8
2024-03-01,288,Finance,10,21
2024-12-01,175,Data,18,14
2023-08-01,198,Finance,28,22
2025-05-01,291,Finance,27,1
2023-07-01,109,AI,25,10
2024-06-01,253,Cyber,27,2
2023-03-01,168,Cloud,11,19
2024-12-01,186,Data,4,18
2024-08-01,172,Cloud,9,9
2025-07-01,196,Finance,1,28
2025-02-01,136,Cyber,27,27
2023-08-01,257,AI,11,8
2025-08-01,196,AI,13,7
2023-08-01,101,Data,14,15
2023-05-01,141,Cyber,21,12
2024-04-01,295,Data,29,1
2025-03-01,193,AI,2,14
2023-01-01,262,Finance,14,24
2023-05-01,237,Data,27,10
2023-03-01,130,Cyber,16,23
2024-05-01,105,Data,2,3
2025-09-01,164,AI,8,2
2024-07-01,229,Data,27,3
2023-04-01,236,Finance,6,1
2024-01-01,180,AI,19,29
2025-02-01,179,Data,28,7
2025-07-01,293,Cloud,29,5
2025-11-01,179,Cloud,11,9
2024-04-01,198,AI,6,16
2024-12-01,158,Finance,28,6
2025-06-01,220,Cyber,21,19
2024-05-01,240,Finance,29,12
2024-01-01,105,Data,28,10
2023-07-01,252,AI,25,19
2023-09-01,290,Cloud,28,4
2024-09-01,286,Cyber,17,26
2025-06-01,189,AI,1,23
2024-10-01,207,AI,15,9
2025-07-01,273,AI,10,1
2023-04-01,242,Data,25,22
2023-10-01,165,Cloud,29,8
2025-06-01,185,Cloud,26,23
2025-06-01,141,Cloud,18,25
2023-07-01,244,Cyber,26,25
2024-03-01,226,Data,5,17
2024-07-01,122,Finance,19,3
2023-10-01,242,Cloud,23,16
2025-03-01,265,Finance,6,19
2023-03-01,155,AI,12,4
2025-11-01,261,AI,5,5
2024-06-01,164,AI,7,1
2024-12-01,204,Cloud,4,20
2024-01-01,179,AI,24,4
2024-05-01,211,Data,0,19
2024-05-01,186,AI,19,23
2023-11-01,133,Cloud,1,25
2024-05-01,243,Data,5,22
2024-07-01,200,Cloud,8,11
2023-07-01,277,AI,29,26
2024-07-01,211,Data,29,10
2025-10-01,296,AI,23,29
2025-05-01,269,Data,8,17
2025-06-01,289,Finance,5,7
2025-05-01,111,Data,26,13
2023-08-01,296,Finance,29,23
2023-04-01,186,AI,29,13
2025-04-01,171,Data,8,20
2023-11-01,227,Cloud,21,22
2024-06-01,179,Data,4,3
2024-09-01,183,Data,15,4
2025-08-01,127,Data,2,13
2024-05-01,257,Cyber,27,13
2025-10-01,149,Cloud,11,2
2024-05-01,244,Data,11,27
2024-03-01,237,Data,18,3
2024-08-01,194,AI,24,19
2023-11-01,110,Cloud,8,6
2024-07-01,274,Data,28,25
2025-08-01,235,Data,18,25
2024-12-01,130,Data,18,9
2023-06-01,200,Finance,20,11
2024-06-01,264,Cyber,16,28
2024-01-01,260,Cloud,0,16
2025-02-01,236,Finance,1,22
2023-08-01,273,Data,25,20
2025-02-01,230,Cloud,21,13
2024-02-01,112,Finance,17,7
2023-06-01,255,Cyber,1,10
2024-04-01,151,Finance,5,7
2025-11-01,288,AI,24,29
2025-10-01,251,Data,19,21
2025-03-01,109,Finance,18,18
2025-12-01,269,Cyber,1,17
2023-12-01,264,Data,27,24
2023-01-01,114,AI,17,7
2025-05-01,205,AI,15,15
2024-05-01,255,Finance,12,25
2024-06-01,264,Data,14,20
2024-04-01,292,Finance,1,15
2025-11-01,240,AI,22,9
2023-09-01,158,Cloud,12,18
2023-06-01,295,Finance,5,29
2025-02-01,155,Cloud,6,6
2024-05-01,129,Data,18,10
2024-12-01,163,AI,1,1
2023-10-01,166,Finance,4,20
2025-08-01,119,Finance,26,29
2023-03-01,198,Finance,25,3
2024-07-01,126,Data,13,20
2025-11-01,211,Data,22,25
2025-03-01,239,Cyber,14,20
2025-01-01,208,Finance,1,10
2024-09-01,140,Data,5,16
2023-02-01,150,AI,24,26
2024-08-01,196,Data,11,26
2024-11-01,179,Data,7,11
2025-09-01,128,Finance,27,9
2023-08-01,190,Cloud,10,11
2025-06-01,150,AI,28,27
2025-07-01,158,Cloud,27,7
2024-06-01,187,Cyber,4,14
2025-07-01,227,Finance,4,17
2025-02-01,258,Cloud,19,12
2024-12-01,236,Data,11,13
2023-05-01,208,Data,15,8
2023-11-01,297,Cyber,20,27
2024-12-01,129,Cyber,4,19
2023-01-01,189,AI,25,28
2023-12-01,139,AI,22,7
2024-11-01,106,Finance,17,9
2025-01-01,299,Cyber,20,18
2023-12-01,286,Finance,27,20
2023-03-01,238,Cloud,1,26
2024-12-01,102,AI,20,0
2025-02-01,231,Finance,7,21
2024-03-01,119,Cyber,13,7
2025-07-01,104,Cloud,20,3
2024-09-01,261,AI,2,16
2024-09-01,241,Finance,26,10
2024-09-01,240,Cyber,28,10
2025-01-01,288,Finance,14,26
2023-12-01,276,AI,20,27
2024-06-01,144,Cloud,28,25
2023-10-01,152,Data,25,25
2023-06-01,123,Cloud,16,14
2025-05-01,290,Finance,25,13
2025-05-01,108,Finance,12,7
2025-05-01,290,Data,14,5
2023-09-01,155,Finance,1,27
2025-08-01,176,Cloud,16,25
2024-01-01,176,AI,0,7
2023-11-01,298,Cloud,0,17
2025-10-01,227,Cloud,14,5
2025-05-01,227,Cloud,21,27
2023-12-01,212,AI,6,17
2025-07-01,141,Finance,20,5
2024-10-01,100,Cloud,14,5
2025-02-01,163,AI,19,9
2023-12-01,171,Finance,19,12
2025-11-01,114,AI,6,6
2023-04-01,168,AI,3,13
2023-10-01,249,Cloud,10,0
2024-06-01,247,Data,11,16
2024-07-01,295,Cloud,12,16
2024-03-01,144,AI,4,4
2024-11-01,188,AI,10,0
2024-11-01,179,AI,5,18
2024-09-01,267,Cyber,4,0
2025-02-01,273,Cloud,29,22
2025-10-01,190,Data,12,23
2024-01-01,162,Finance,6,19
2025-01-01,192,Data,10,8
2025-09-01,239,Data,14,7
2025-04-01,279,Cyber,5,6
2024-01-01,106,AI,21,10
2025-03-01,154,Data,5,24
2023-08-01,232,AI,10,25
2025-12-01,146,Cloud,26,2
2023-06-01,196,AI,15,27
2024-01-01,265,AI,12,17
2024-08-01,203,Cloud,2,9
2023-05-01,142,Cloud,21,20
2025-03-01,297,Data,24,15
2024-07-01,235,Cyber,17,25
2023-01-01,185,Finance,18,24
2023-04-01,277,Cloud,15,17
2023-02-01,217,Cloud,29,1
2025-02-01,177,Finance,2,20
2025-09-01,236,AI,18,8
2023-07-01,240,Cloud,13,8
2025-05-01,149,Finance,21,25
2023-05-01,195,Data,26,3
2023-09-01,177,Cyber,17,27
2024-01-01,262,Cloud,12,24
2025-05-01,124,Finance,11,11
2024-06-01,288,Cloud,24,16
2025-06-01,130,AI,20,8
2023-10-01,148,Cloud,2,10
2024-07-01,270,Cloud,23,22
2023-09-01,144,AI,29,24
2024-09-01,215,Cloud,22,10
2023-01-01,200,AI,4,25
2025-02-01,106,Finance,21,20
2024-02-01,233,Cyber,0,21
2025-05-01,149,Cyber,12,16
2023-07-01,297,Finance,28,17
2024-12-01,144,Data,14,16
2025-03-01,281,Data,5,0
2023-02-01,223,Cyber,26,6
2023-02-01,244,Finance,29,13
2024-04-01,185,Cloud,9,28
2023-12-01,186,Finance,13,18
2025-02-01,256,AI,15,14
2023-10-01,291,Finance,27,15
2024-03-01,298,Data,14,14
2025-01-01,198,Cloud,23,14
2023-04-01,219,Cloud,28,13
2025-02-01,202,Cyber,25,16
2024-11-01,215,AI,21,16
2023-04-01,247,Cloud,3,6
2023-01-01,125,Cyber,0,26
2023-01-01,256,Cloud,24,27
2023-03-01,106,Data,4,4
2024-03-01,226,Cloud,27,12
2024-06-01,261,Data,16,15
2024-09-01,104,Finance,2,0
2023-08-01,233,Data,9,23
2025-01-01,132,Data,28,14
2025-08-01,270,Data,13,5
2023-06-01,286,Cloud,23,4
2024-08-01,132,AI,29,15
2025-05-01,204,Data,8,5
2023-05-01,288,Cyber,15,23
2025-11-01,245,Cloud,21,11
2024-07-01,241,AI,17,24
2023-12-01,248,AI,10,10
2025-09-01,266,Cloud,21,10
2025-11-01,261,Cyber,4,24
2023-08-01,258,Finance,22,10
2025-07-01,180,Cloud,28,18
2023-11-01,234,AI,24,0
2023-04-01,184,Finance,12,9
2023-05-01,170,AI,25,5
2024-10-01,228,Data,11,22
2024-05-01,185,Finance,9,15
2024-08-01,121,Cloud,10,5
2023-12-01,186,Cloud,15,4
2024-05-01,191,Cyber,5,12
2025-03-01,290,Finance,20,9
2024-11-01,289,Cyber,2,10
2023-05-01,145,Cloud,2,4
2025-04-01,156,Cyber,20,11
2025-06-01,272,Finance,19,13
2025-05-01,175,Cloud,17,9
2024-02-01,112,AI,10,2
2023-08-01,295,Cloud,1,19
2025-03-01,136,Cyber,2,13
2023-06-01,193,Cyber,12,25
2023-07-01,241,Cloud,12,18
2025-02-01,136,Data,7,24
2025-06-01,202,Data,4,29
2024-05-01,190,Data,20,18
2023-06-01,113,AI,4,14
2023-03-01,293,AI,17,15
2024-07-01,293,AI,10,27
2024-07-01,260,Cloud,21,20
2024-12-01,229,Cloud,15,21
2025-04-01,280,Finance,16,23
2025-11-01,188,Data,3,9
2025-11-01,154,Finance,7,5
2023-05-01,272,Data,8,5
2023-06-01,136,Cyber,14,21
2025-05-01,254,Finance,21,0
2024-11-01,279,Cloud,26,9
2025-08-01,185,Cyber,25,26
2023-01-01,226,Finance,5,21
2025-10-01,215,Cyber,26,16
2025-04-01,274,Cyber,3,28
2023-07-01,157,Cyber,14,1
2025-05-01,234,Cloud,6,23
2024-07-01,240,Cyber,29,23
2024-07-01,147,Cloud,10,1
2024-08-01,214,AI,20,27
2024-03-01,255,Cyber,0,14
2024-12-01,272,Data,27,18
2023-08-01,283,Cloud,27,21
2023-07-01,262,AI,24,19
2024-07-01,224,Cloud,23,24
2025-04-01,154,Cyber,25,6
2023-12-01,196,Cloud,16,25
2025-02-01,264,Finance,16,8
2025-11-01,236,Finance,24,28
2023-04-01,213,Data,17,6
2025-10-01,230,Cloud,3,15
2023-07-01,215,Cyber,13,28
2025-03-01,229,Cyber,10,21
2023-03-01,285,Finance,16,29
2025-09-01,121,Cloud,9,3
2023-12-01,123,Cyber,18,7
2024-07-01,153,AI,15,27
2024-05-01,244,Cyber,21,27
2024-06-01,285,Cloud,29,21
2023-03-01,285,Finance,18,9
2024-01-01,248,AI,19,20
2025-08-01,176,Cyber,13,12
2023-05-01,162,Data,14,21
2025-01-01,290,Data,28,11
2024-10-01,207,Finance,10,28
2023-08-01,214,AI,24,21
2024-04-01,143,Data,18,17
2025-08-01,267,Data,20,2
2023-05-01,174,Cyber,7,25
2025-12-01,293,Cloud,4,8
2025-01-01,191,Cyber,22,7
2024-04-01,217,Cyber,11,7
2024-12-01,294,Finance,25,0
2024-02-01,273,Cyber,13,27
2024-01-01,251,AI,21,24
2024-11-01,171,AI,29,19
2025-01-01,297,Cloud,15,13
2025-03-01,278,Data,7,26
2023-08-01,198,Data,11,14
2024-06-01,219,Cloud,15,1
2023-06-01,205,Cloud,21,22
2023-06-01,231,Cyber,6,21
2025-01-01,221,Finance,23,13
2024-08-01,258,Data,20,12
2024-11-01,292,Data,7,15
2024-05-01,129,Cloud,17,8
2025-08-01,299,Cloud,5,10
2024-04-01,139,Data,5,1
2024-08-01,216,Data,13,5
2023-03-01,222,Cyber,22,26
2023-01-01,113,Data,29,7
2025-11-01,143,Cloud,13,5
2024-04-01,261,AI,6,7
2023-04-01,266,AI,3,13
2023-03-01,231,AI,24,17
2024-05-01,254,Cyber,18,24
2025-10-01,141,AI,24,27
2025-10-01,238,Finance,24,21
2024-05-01,217,Finance,18,6
2024-12-01,186,Cyber,29,17
2023-02-01,205,AI,10,15
2024-02-01,131,Cloud,29,9
2023-10-01,222,Cyber,14,7
2024-03-01,149,Data,15,10
2024-06-01,152,Cyber,28,8
2024-01-01,231,Finance,2,2
2025-11-01,246,Cloud,0,29
2025-12-01,170,AI,6,3
2023-10-01,132,Finance,7,14
2025-05-01,177,AI,22,12
2025-10-01,224,AI,29,10
2024-12-01,176,Cyber,22,5
2025-03-01,297,Cyber,29,13
2023-09-01,222,Finance,10,14
2023-09-01,182,AI,4,12
2023-10-01,154,Cyber,22,2
2023-12-01,108,Finance,9,25
2024-03-01,289,AI,19,27
2023-03-01,161,Data,29,22
2025-04-01,214,Data,15,15
2023-09-01,147,Finance,0,7
2025-06-01,189,Data,26,4
2024-11-01,167,Cloud,9,4
2025-06-01,147,Finance,19,18
2024-04-01,191,Finance,3,19
2025-12-01,254,AI,29,2
2025-06-01,214,Cloud,19,28
2024-04-01,154,Finance,14,11
2025-04-01,271,Cyber,5,23
2024-08-01,170,Finance,14,18
2024-02-01,279,Cloud,14,1
2025-05-01,156,Finance,16,5
2024-07-01,236,Data,19,23
2024-05-01,197,Cloud,29,11
2023-01-01,107,Cyber,16,14
2025-05-01,283,Cloud,16,9
2025-05-01,109,Finance,20,23
2024-12-01,292,Cyber,11,5
2024-07-01,213,Cyber,10,11
2023-10-01,299,Cyber,29,13
2025-12-01,144,Data,25,5
2024-05-01,266,Cloud,24,21
2024-05-01,145,Finance,15,4
2025-08-01,116,Data,24,3
2024-04-01,181,Cyber,12,17
2024-11-01,227,Finance,16,29
2024-04-01,214,AI,21,26
2025-08-01,166,Finance,8,13
2023-02-01,175,AI,26,20
2023-06-01,289,AI,0,1
2023-10-01,167,Cyber,17,24
2025-10-01,263,AI,25,19
2025-06-01,108,Data,2,0
2025-12-01,262,Cyber,20,9
2023-06-01,294,AI,26,0
2025-09-01,151,Cloud,25,9
2023-05-01,217,Data,10,4
2025-04-01,189,Cloud,23,26
2023-07-01,200,Finance,10,23
2024-07-01,211,Data,14,10
2025-02-01,190,Cloud,27,6
2024-05-01,255,Cloud,27,11
2024-07-01,157,Cyber,29,6
2025-03-01,251,Finance,2,20
2023-07-01,158,Data,6,8
2024-05-01,136,Data,0,4
2025-05-01,203,Data,15,0
2024-05-01,137,AI,26,20
2024-03-01,252,Data,28,29
2024-04-01,114,AI,26,26
2025-09-01,243,Cyber,9,13
2023-11-01,154,AI,14,27
2025-09-01,231,Finance,4,18
2025-08-01,125,AI,1,2
2025-04-01,138,Finance,4,29
2024-08-01,284,Finance,20,4
2025-05-01,226,Finance,25,0
2024-04-01,227,Finance,21,28
2025-06-01,146,Data,10,23
2024-05-01,275,Finance,4,24
2024-02-01,191,Cloud,0,9
2024-12-01,276,Cyber,9,19
2024-01-01,264,Cloud,1,16
2024-06-01,137,Data,22,1
2023-07-01,199,Finance,18,27
2023-11-01,161,AI,10,22
2024-05-01,160,Data,23,16
2024-07-01,217,Cyber,28,18
2023-06-01,107,AI,17,27
2024-06-01,137,AI,2,6
2023-10-01,205,Finance,9,19
2023-01-01,135,Cyber,6,12
